INSTNM,Latitude,Longitude,ZIP,,,
ECPI University - Roanoke,37.29707336,-80.05547333,240000000,,,
ECPI University - Orlando,28.53833008,-81.37887573,327000000,,,
ECPI University-Greensboro,37.60873032,-77.52684784,274000000,,,
ITT Technical Institute-Mobile,42.49549484,-71.12285614,36606,,,
UEI College-Stockton,39.48952484,-74.54084778,95207-0000,,,
Massasoit Community College,42.1842308,-71.10176086,02302-3996,,,
Delaware County Community College,39.96662903,-75.39374542,19063-1094,,,
Miami-Jacobs Career College-Columbus,39.26528549,-84.43878937,43215,,,
International College of Broadcasting,39.76504898,-84.13745117,45431,,,
Institute of Technology,36.83750153,-119.8030624,93612,,,
Eastfield College,32.81369019,-96.66026306,75150-2099,,,
Florida Memorial University,25.9175396,-80.27075195,33054-6199,,,
Antioch University-Santa Barbara,34.42286301,-119.6963501,93101,,,
Herzing University-Brookfield,43.14403152,-89.29225922,53005,,,
Carrington College-Spokane,38.55162048,-121.4129562,99206-4187,,,
Westwood College-Anaheim,33.83449173,-117.9156418,92806,,,
Widener University-Commonwealth Law School,40.32348251,-76.8536377,17110-9450,,,
Southwestern Adventist University,32.39710236,-97.32836914,76059,,,
McDaniel College,39.58428574,-77.00231934,21157,,,
Triangle Tech Inc-Greensburg,40.31078339,-79.54714966,15601-3304,,,
L'Ecole Culinaire-St Louis,38.6353569,-90.20098877,63124-1188,,,
UEI College-Riverside,33.97489166,-117.3519211,92507-5344,,,
Paul Mitchell the School-East Bay,50.3511215,-5.0053416,94523,,,
Davenport University-Flint Location,42.84989929,-85.53066254,48503-9121,,,
Davenport University - Treasury Site Dimondale,42.64574051,-84.64892578,48821-5004,,,
Purdue University - Purdue Polytechnic Richmond,40.42803192,-86.92464447,47374,,,
Lincoln Technical Institute-Moorestown,39.94851303,-74.95599365,8057,,,
St Philip's College,29.41600037,-98.45400238,78203-2098,,,
Fayette County Career & Technical Institute Practical Nursing Program,39.89922714,-79.728302,15401,,,
Arizona College-Glendale,34.16655731,-118.2275925,85302-3843,,,
Ridge Technical College,28.07815552,-81.65408325,33881-9518,,,
Herzing University-New Orleans,29.95176315,-90.07461548,70002,,,
Milan Institute of Cosmetology-San Antonio Military,29.4251709,-98.49461365,78221,,,
California State University-Channel Islands,34.16296387,-119.0445328,93012,,,
ETI School of Skilled Trades,46.27782059,4.56177902,60527,,,
Minnesota North College - Vermilion,47.90555573,-91.83889008,55731-1900,,,
ITT Technical Institute-Richmond,37.54076004,-77.43392944,23235-5139,,,
Bemidji State University,47.48573685,-94.87519836,56601,,,
Midwest College of Oriental Medicine-Skokie,42.02630615,-87.75469208,60077,,,
Illinois Media School,40.77281189,-90.82765961,60148,,,
New Jersey City University,40.71110535,-74.09008026,7305,,,
University of Oklahoma - Ft. Benning GA - AP,32.36611176,-84.96916962,31905-5593,,,
University of Oklahoma - Douglass Learning Center,35.21938324,-97.44792938,73501-3025,,,
Troy University-Support Sites,31.79926491,-85.95708466,30009,,,
New Hope Christian College-Eugene,44.0318985,-123.1536026,97405,,,
Digital Media Arts College,26.38462257,-80.07615662,33487,,,
Midwest College of Oriental Medicine-Racine,42.72612762,-87.78945923,53403-9747,,,
Premiere Career College,34.0802269,-117.9898758,91706-3746,,,
Touro University Worldwide,38.08738708,-122.2628708,90720,,,
Eagle Gate College-Layton,41.06023026,-111.9664841,84041,,,
Truett McConnell University,34.5969696,-83.74839783,30528,,,
Universal Technical Institute-Dallas Fort Worth,32.88783646,-97.04026031,75063,,,
Northern Vermont University - Northern Essex Community College,42.79579163,-71.04721069,18412399,,,
ITT Technical Institute-Henderson,36.03409576,-114.9844513,89074,,,
Davis & Elkins College,38.9333992,-79.84489441,26241-3996,,,
Borner's Barber College,50.9469986,7.75997114,90047,,,
Career Development Institute Inc,38.76463699,-77.25769043,90035,,,
Pennsylvania State University-Penn State Great Valley,40.02337077,-75.25562965,19355-1488,,,
Capri Institute of Hair Design-Kenilworth,52.34214783,-1.57762599,7033,,,
California Institute of Medical Science,36.82362366,-119.7545853,93612-0000,,,
North-West College-Riverside,40.69149626,-75.20527929,92503,,,
Greenville University,38.89481354,-89.40901184,62246,,,
University of New Orleans,30.02899361,-90.06700897,70148,,,
Anoka Technical College,45.19792938,-93.3871994,55303,,,
Ottawa University-Jeffersonville,38.29885864,-85.72663116,47130,,,
Metropolitan Community College Area,41.30778122,-95.95889282,68111-1610,,,
San Joaquin Valley College-Atascadero,35.48077011,-120.6664352,93422-5333,,,
Greenville Technical College,34.82600021,-82.37309265,29606,,,
MiraCosta College,33.19063187,-117.3019791,92056-3899,,,
ITT Technical Institute-West Palm Beach,26.71443939,-80.0549469,33409-5180,,,
Davis College,41.69286346,-83.63014984,43604-2638,,,
The College of Idaho,43.65325546,-116.6768265,83605-4432,,,
National American University-Georgetown,30.62999535,-97.69371796,78628-5355,,,
ITT Technical Institute-Arlington Heights,42.08297729,-87.98046112,60004,,,
Southern Careers Institute-Pharr,26.19334793,-98.18417358,78577,,,
Centura College-Newport News,36.97771454,-76.43035126,23608,,,
CenterPoint Massage & Shiatsu Therapy School & Clinic,31.98516083,-84.53019714,55431,,,
Phoenix College,33.48444366,-112.0886078,85013,,,
Miller-Motte College Platt College-Moore,35.03427505,-85.18180847,73160,,,
Columbia College - Hancock Field,38.95761871,-92.32657623,13211-2100,,,
California Aeronautical University,35.43410492,-119.0506287,933000000,,,
Columbia College - Crystal Lake Campus,42.23174667,-88.3335495,600000000,,,
Columbia College - Kansas City,39.09979248,-94.57855988,641000000,,,
Columbia College - Springfield,39.79935837,-89.64362335,658000000,,,
Columbia College - Salt Lake,38.95761871,-92.32657623,841000000,,,
Rasmussen University-Bloomington,44.85945129,-93.33609772,554000000,,,
Rasmussen University-Blaine,45.15764618,-93.26094055,550000000,,,
Rasmussen University-Lake Elmo/Woodbury,44.85945129,-93.33609772,550000000,,,
Rasmussen University - Overland Park,38.97481918,-94.68360138,662000000,,,
Rasmussen University-Central Pasco,28.1867981,-82.54441071,33556,,,
Onondaga Community College,43.00688171,-76.19713593,13215-4585,,,
AI Miami International University of Art and Design,25.78989792,-80.18873596,33132-1418,,,
Toccoa Falls College,34.59376144,-83.35500336,30598,,,
Universidad Politecnica de Puerto Rico,18.42250061,-66.05555725,919,,,
Paul Mitchell the School-Twin Falls,42.56318283,-114.4602814,83301,,,
Multnomah University,45.52783585,-122.5754776,97220,,,
MidAmerica Nazarene University,38.87376785,-94.78238678,66062-1899,,,
Life Pacific University,34.09842682,-117.8299713,91773-3298,,,
Gateway Technical College,42.66606522,-88.52452087,53144-1690,,,
University of Phoenix-Missouri,38.36758041,-92.47736359,63043,,,
Osceola Technical College - Poinciana Campus,28.29864693,-81.34947968,348000000,,,
Virginia College-Tulsa,36.15532684,-95.99208069,74105-5623,,,
Concorde Career College-Aurora,39.71918488,-104.8672257,80010-4314,,,
ITT Technical Institute-San Bernardino,34.10831833,-117.2940979,92408,,,
Dorsey College-Saginaw,43.41954803,-83.94635773,48603,,,
Lincoln Technical Institute-Lincoln,53.1905895,-0.576083,2865,,,
Harrison College-Indianapolis,39.76845169,-86.15621185,46204-2611,,,
Arkansas Welding Academy,34.89980316,-92.43915558,72076,,,
National American University-Kings Bay,37.36315155,-81.03913879,31547-2532,,,
Aveda Institute-Fort Myers,26.61414909,-81.82576752,33907,,,
Southern Worcester County Regional Vocational School District,42.13420868,-71.52819061,01507-1331,,,
Tonsorial Arts Barber College,64.87072754,-147.8238831,75501-3264,,,
Blue Cliff College-Houma,29.59166908,-90.71872711,70360,,,
ITT Technical Institute-Maumee,41.56529236,-83.65306854,43537,,,
Isabella Graham Hart School of Practical Nursing,50.2671051,-100.8736572,14622,,,
Pennsylvania State University-Dickinson Law,40.20266724,-77.19972229,17013-2861,,,
The Art Institute of Michigan,42.49866486,-83.44261169,48377-2985,,,
Minot State University,48.24816895,-101.3013458,58707,,,
ITT Technical Institute-Troy,39.95750046,26.23888969,48083-1905,,,
The Art Institute of New York City,40.72048569,-74.00608063,10018,,,
Washington State University-Vancouver,45.73151016,-122.6374207,987000000,,,
National American University-Zona Rosa,37.36315155,-81.03913879,64153-1934,,,
Virginia College-Columbia,38.8784256,-77.23123169,29223,,,
Normandale Community College,44.830616,-93.3321228,55431-4399,,,
Princeton University,40.34233856,-74.65603638,08544-0070,,,
Tri-State Bible College,38.42612457,-82.57950592,45680,,,
State College of Florida-Manatee-Sarasota,27.37836838,-82.42276764,34207,,,
Fortis College-Largo,27.89468575,-82.72744751,33771,,,
Tyler Junior College,32.33530045,-95.28410339,75701,,,
Polytechnic University of Puerto Rico-Miami,25.77508354,-80.19470215,33166,,,
Ensign College,40.77114105,-111.9000778,84101-3500,,,
Aviation Institute of Maintenance-Atlanta,33.7485466,-84.39150238,30096,,,
Otsego Area BOCES-Practical Nursing Program,42.46140671,-85.6965332,13820-1142,,,
Porter & Chester Institute of Hamden,41.38291931,-72.90774536,6514,,,
ITT Technical Institute-Baton Rouge,30.44949341,-91.09339905,70817,,,
University of Cincinnati-Blue Ash College,39.23360825,-84.40000153,45236-1096,,,
Northeastern Hospital School of Nursing,32.33716448,-102.5464804,19134,,,
Rowan College at Burlington County,39.97163773,-74.89352417,08054-1599,,,
A & W Healthcare Educators,48.10599899,-122.7890015,70126,,,
Chabot College,37.64254761,-122.1068573,94545,,,
College of St Joseph,43.59994888,-73.0034256,05701-3899,,,
South University-Austin,30.47940063,-97.68998718,78681-2300,,,
Fortis College-Cuyahoga Falls,41.1363945,-81.48425293,44221,,,
Aveda Institute-Tallahassee,30.44074059,-84.27832794,32304,,,
Bryan University,33.43780136,-111.9429016,85281,,,
ITT Technical Institute-Lathrop,37.81909943,-121.2843475,95330,,,
University of St. Augustine for Health Sciences,32.85809326,-96.93069458,92069,,,
Dorsey School of Business-Madison Heights,42.50473785,-83.10574341,48071,,,
Herzing University-Atlanta,43.14403152,-89.29225922,30303,,,
North-West College-Glendale,33.50756959,-112.1943197,91203,,,
Valley College-Princeton,40.34233856,-74.65603638,24740,,,
Meredith Manor International Equestrian Center,43.65773773,-71.50073242,26184,,,
ITT Technical Institute-Youngstown,41.09832001,-80.65065002,44509-4098,,,
Southern Careers Institute-San Antonio,29.4251709,-98.49461365,78221,,,
American College of Traditional Chinese Medicine,37.76050568,-122.3978806,94107,,,
ITT Technical Institute-Getzville,43.0242424,-78.75920868,14068-0327,,,
Universal Technical Institute of Northern California Inc,33.45254898,-112.2877502,95834,,,
ITT Technical Institute-Rancho Cordova,38.60210419,-121.2909012,95670-6034,,,
Texas A&M University-San Antonio,29.30334854,-98.5246048,78224,,,
Cincinnati Christian University,39.11329651,-84.55464935,45204-3200,,,
Milan Institute-Merced,37.30696869,-120.4819717,95340-2626,,,
Logan University,38.63159943,-90.54180145,63017,,,
University of Phoenix-Minnesota,46.34914398,-94.19830322,55426-4915,,,
ITT Technical Institute-Fort Lauderdale,26.12416267,-80.14358521,33328,,,
GA Beauty & Barber School,32.64828873,-83.44437408,78501-3309,,,
Ross College-Hopkinsville,36.86558533,-87.48890686,42240-4948,,,
Louisiana Culinary Institute,30.98100853,-91.89182281,70816,,,
ATA Career Education,38.22381973,-85.56317139,34606,,,
Birthwise Midwifery School,48.82244492,2.33122206,04009-1110,,,
The Modern College of Design,19.07893274,73.001418,45440,,,
ITT Technical Institute-Dunmore,41.41499329,-75.60521698,18512,,,
L'Ecole Culinaire-Kansas City,39.09979248,-94.57855988,64112-2110,,,
Omnitech Institute,33.74961472,-84.22689056,30344,,,
Citrus College,34.13340759,-117.8849335,91741-1899,,,
Columbia College - Jacksonville,38.95761871,-92.32657623,322000000,,,
South University-West Palm Beach,26.70235825,-80.08653259,33411,,,
Remington College-Baton Rouge Campus,30.4648838,-91.11695099,70816,,,
ITT Technical Institute-Las Vegas,36.16909027,-115.1405792,89032,,,
Keiser University - New Port Richey,28.34551641,-82.69156841,347000000,,,
Baker College of Owosso,42.99848557,-84.17063141,48867-9600,,,
Keiser University - Residential (Flagship),26.18811035,-80.16552734,334000000,,,
Baker College of Cadillac,42.97533035,-83.69553375,49601-9600,,,
Keiser University-Ft Myers,26.61414909,-81.82576752,339000000,,,
Baker College of Muskegon,43.2433548,-86.19642639,49442-1290,,,
South Hills School of Business and Technology-Altoona,40.383653,-80.05052,16602,,,
Keiser University-Tampa,27.98197556,-82.55505371,33634,,,
San Diego Culinary Institute,32.71575928,-117.1638184,91942,,,
College of Biblical Studies-Houston,29.71651649,-95.50643158,77036-3211,,,
McCann School of Business & Technology,40.64005661,-75.44898224,18519,,,
Miller-Motte College-Macon,32.83809662,-83.67050934,31210,,,
Fortis College-Centerville,39.62748337,-84.15901947,45459-2712,,,
ATA College-Cincinnati,39.13196945,-84.51577759,45246,,,
Dorsey Business Schools-Lansing,42.7336235,-84.55392456,48911-5744,,,
Dutchess Community College,41.72616959,-73.90442657,12601-1595,,,
Valley College of Medical Careers,34.22177887,-118.6068878,91304,,,
Universidad Ana G. Mendez-Carolina Campus,18.40287399,-67.14550781,00985-0985,,,
Oklahoma City Community College,35.38750076,-97.56999969,73159-9987,,,
Westwood College-Aurora Campus,53.10409927,-2.05252004,80011,,,
Dakota State University,44.01229095,-97.11284637,57042-1799,,,
University of Maine at Farmington,44.66060257,-70.14631653,04938-9978,,,
Indiana University-East,39.86896515,-84.88163757,47374-1289,,,
San Joaquin Valley College-Fresno,36.73165512,-119.7858582,93710-3616,,,
ITT Technical Institute-Merrillville,41.50734711,-87.36343384,46410,,,
The Art Institute of Charlotte,35.1818161,-80.92752838,28217-4536,,,
American College of Healthcare Sciences,45.48694229,-122.6759415,97239,,,
Martin Luther College,44.30499268,-94.47228241,56073-3965,,,
Grace College and Theological Seminary,41.2258606,-85.81591797,46590-1274,,,
Brescia University,37.76898193,-87.11207581,42301-3023,,,
Tusculum University,36.17179489,-82.76148224,37743,,,
ITT Technical Institute-Greenville,34.85074615,-82.39896393,29615,,,
Hunter Business School,40.72736359,-73.50193024,11756-1375,,,
ITT Technical Institute-Swartz Creek,42.95721054,-83.8307724,48473,,,
ITT Technical Institute-Marlton,39.89135361,-74.9221344,08053-3102,,,
Purdue University Global-Des Moines,41.58882141,-93.62030792,50323-5702,,,
Santiago Canyon College,33.79549408,-117.7659378,92869-4512,,,
University of Puerto Rico-Medical Sciences,18.40485573,-66.0464859,00936-5067,,,
SUNY College of Environmental Science and Forestry,43.03427887,-76.13610077,13210,,,
Commonwealth Institute of Funeral Service,42.22298495,-71.00214107,77090-5918,,,
Eureka College,40.71376801,-89.26655579,61530,,,
Bowling Green State University-Firelands,41.3975296,-82.59411621,44839-9791,,,
The University of Montana - Missoula College,46.8611908,-113.9845047,59802,,,
Arizona State University - ASU Colleges at Lake Havasu City,33.42100143,-111.9329987,864000000,,,
Wright Career College-Wichita,37.68602371,-97.33557129,67207,,,
Sherrill's University of Barber & Cosmetology,43.06905365,-75.60179901,27604,,,
UCAS University of Cosmetology Arts & Sciences-La Joya,26.24714661,-98.47962189,78560-4018,,,
Medical Career & Technical College,32.48709869,-93.70510101,40475-2614,,,
